x,y
5.197895681215067,-3.3344151729119766
53.50897964100346,3.173277256347696
3.2314434946107577,-4.156144220998654
37.91278557944294,6.8508102561496775
79.97686406539579,3.1451153711447635
78.14648837654521,-0.6959258060918416
73.64665045036499,-1.8472726744367236
13.410793237936975,6.674466484611107
48.40946353045548,0.15959239531436964
13.944857091588991,-5.2283629851039155
31.076578243602697,11.249701288997038
1.1918402685895362,9.44156489263749
19.440555731989203,-1.4970575854825612
-9.794645416061796,-1.1631482279116256
58.6153595245465,-4.414697635018197
14.101464890603623,20.9928153575674
29.903647310079627,10.79844233396145
1.9321734276969544,-2.257236486453873
26.205937943207577,24.776280544012113
-16.610581749095815,0.3346212240594389
54.39629364281057,-26.34303646110176
21.76102225185648,-2.957512276050025
26.906939170527224,-15.164453683667833
5.11563125882944,3.5423218056181236
16.470806858437747,-5.744805261338419
17.619084909547094,24.382348371577084
-33.548572815212836,-7.593330997915109
18.726631441658842,-19.975583418135557
10.923131315702136,0.5485166205857717
78.06851206081883,38.21455609527916
11.016189598638245,4.14034404484299
35.36419512934396,-0.6964301443662487
0.3092939359748614,3.2651423941413675
75.05208024890756,10.976624425890574
76.95804461592438,4.222290924794279
33.022502589199036,13.135987852530695
59.916406594672914,0.13366710225026243
-5.03566227303761,-7.716852621334154
97.93582989912159,-4.85597803876462
49.95574898296279,5.536238353071534
-9.751213583037652,2.269898471032562
30.943867629321584,-12.446157706921083
48.35047164335292,-0.6240124895025275
20.7522797719843,6.7699405432650215
74.07839795963102,7.8686987679223295
18.02647745543271,-5.294868375161184
-3.39587504130657,3.677632679033531
58.89359958216834,0.7817568918317357
-12.289359416948177,1.6698825965279862
55.7710446270059,-14.729008372120028
6.35739563658952,0.630249717984647
30.703112059438883,18.229468666813432
81.54705622236644,5.986055127347136
0.8188405080909349,4.303668838000236
70.4790424987056,-9.312437299604047
18.094777890441488,5.433393201113297
49.52140858790932,-1.3608484869566222
29.73168430705878,1.082440239538708
2.046910161903992,-6.1001064725888074
-42.943123235275,-9.032987928088374
74.47546483069385,4.300151958570174
-12.794172384330613,6.1797439221527615
8.029857908444926,-0.695233777685453
4.7582401335006885,-3.81224049302223
22.281648887557267,1.6964277066880473
9.712165672675109,1.5896554332406199
38.51066259300912,-8.656193574574418
